run_id,seed,workload,alpha,beta,policy,task_id,candidate_count,feasible_count,selected_candidate,selected_group_size,selected_sketch,admitted,latency_s,goodput_contrib,challenge_ms_task,false_risk,infeasible,low_risk,reason
a_min_038170,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_170,13,11,cand_lan_a_brtxint8,3,projcos4,1,11.08072,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038171,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_171,13,11,cand_wan_e_f,3,projcos8,1,11.05549,1,0.391952,0.0005,0,1,queue_aware_adaptive_projcos8
a_min_038172,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_172,13,11,cand_wan_a_c,3,projcos4,1,11.28727,1,0.379823,0.0045,0,1,queue_aware_adaptive_projcos4
a_min_038173,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_173,13,11,cand_wan_a_b,3,projcos4,1,11.31691,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038174,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_174,13,11,cand_lan_a_d,3,projcos4,1,11.36488,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038175,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_175,13,11,cand_lan_e_f,3,projcos8,1,11.42223,1,0.391952,0.0005,0,1,queue_aware_adaptive_projcos8
a_min_038176,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_176,13,11,cand_wan_a_brtxint8,3,projcos4,1,11.58562,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038177,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_177,13,11,cand_lan_a_c,3,projcos4,1,11.39724,1,0.379823,0.0045,0,1,queue_aware_adaptive_projcos4
a_min_038178,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_178,13,11,cand_lan_a_b,3,projcos4,1,11.48219,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038179,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_179,13,11,cand_homo_ff,1,scalar16,1,11.78207,1,0.360349,0.0,0,1,queue_aware_adaptive_scalar16
a_min_038180,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_180,13,11,cand_lan_a_brtxint8,3,projcos4,1,11.79062,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038181,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_181,13,11,cand_wan_a_d,3,projcos4,1,11.85883,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038182,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_182,13,11,cand_wan_e_f,3,projcos8,1,11.82478,1,0.391952,0.0005,0,1,queue_aware_adaptive_projcos8
a_min_038183,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_183,13,11,cand_lan_a_d,3,projcos4,1,12.09239,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038184,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_184,13,11,cand_wan_a_b,3,projcos4,1,12.10282,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038185,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_185,13,11,cand_wan_a_c,3,projcos4,1,11.87367,1,0.379823,0.0045,0,1,queue_aware_adaptive_projcos4
a_min_038186,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_186,13,11,cand_lan_e_f,3,projcos8,1,11.84907,1,0.391952,0.0005,0,1,queue_aware_adaptive_projcos8
a_min_038187,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_187,13,11,cand_wan_a_brtxint8,3,projcos4,1,12.14022,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038188,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_188,13,11,cand_lan_a_c,3,projcos4,1,12.14326,1,0.379823,0.0045,0,1,queue_aware_adaptive_projcos4
a_min_038189,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_189,13,11,cand_lan_a_b,3,projcos4,1,12.17763,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038190,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_190,13,11,cand_lan_a_brtxint8,3,projcos4,1,12.50133,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038191,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_191,13,11,cand_wan_e_f,3,projcos8,1,12.59389,1,0.391952,0.0005,0,1,queue_aware_adaptive_projcos8
a_min_038192,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_192,13,11,cand_wan_a_d,3,projcos4,1,12.67852,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038193,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_193,13,11,cand_homo_ff,1,scalar16,1,12.49918,1,0.360349,0.0,0,1,queue_aware_adaptive_scalar16
a_min_038194,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_194,13,11,cand_lan_e_f,3,projcos8,1,12.52618,1,0.391952,0.0005,0,1,queue_aware_adaptive_projcos8
a_min_038195,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_195,13,11,cand_lan_a_d,3,projcos4,1,12.56999,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038196,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_196,13,11,cand_wan_a_b,3,projcos4,1,12.63846,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038197,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_197,13,11,cand_wan_a_c,3,projcos4,1,12.71187,1,0.379823,0.0045,0,1,queue_aware_adaptive_projcos4
a_min_038198,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_198,13,11,cand_lan_a_b,3,projcos4,1,12.87325,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038199,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_199,13,11,cand_lan_a_c,3,projcos4,1,12.8891,1,0.379823,0.0045,0,1,queue_aware_adaptive_projcos4
a_min_038200,20260515,queued-8,0.05,0.9,queue_aware_adaptive,eval_200,13,11,cand_wan_a_brtxint8,3,projcos4,1,12.94293,1,0.379823,0.002,0,1,queue_aware_adaptive_projcos4
a_min_038201,20260515,queued-8,0.05,0.9,homogeneous_only,eval_001,13,11,cand_homo_ff,1,scalar16,1,1.21783,1,0.360349,0.0,0,1,homogeneous_only
a_min_038202,20260515,queued-8,0.05,0.9,homogeneous_only,eval_002,13,11,cand_homo_ff,1,scalar16,1,2.43584,1,0.360349,0.0,0,1,homogeneous_only
a_min_038203,20260515,queued-8,0.05,0.9,homogeneous_only,eval_003,13,11,cand_homo_ff,1,scalar16,1,3.65367,1,0.360349,0.0,0,1,homogeneous_only
a_min_038204,20260515,queued-8,0.05,0.9,homogeneous_only,eval_004,13,11,cand_homo_ff,1,scalar16,1,4.8715,1,0.360349,0.0,0,1,homogeneous_only
a_min_038205,20260515,queued-8,0.05,0.9,homogeneous_only,eval_005,13,11,cand_homo_ff,1,scalar16,1,6.08942,1,0.360349,0.0,0,1,homogeneous_only
a_min_038206,20260515,queued-8,0.05,0.9,homogeneous_only,eval_006,13,11,cand_homo_ff,1,scalar16,1,7.30698,1,0.360349,0.0,0,1,homogeneous_only
a_min_038207,20260515,queued-8,0.05,0.9,homogeneous_only,eval_007,13,11,cand_homo_ff,1,scalar16,1,8.5267,1,0.360349,0.0,0,1,homogeneous_only
a_min_038208,20260515,queued-8,0.05,0.9,homogeneous_only,eval_008,13,11,cand_homo_ff,1,scalar16,1,9.74624,1,0.360349,0.0,0,1,homogeneous_only
a_min_038209,20260515,queued-8,0.05,0.9,homogeneous_only,eval_009,13,11,cand_homo_ff,1,scalar16,1,10.7156,1,0.360349,0.0,0,1,homogeneous_only
a_min_038210,20260515,queued-8,0.05,0.9,homogeneous_only,eval_010,13,11,cand_homo_ff,1,scalar16,1,11.93343,1,0.360349,0.0,0,1,homogeneous_only
a_min_038211,20260515,queued-8,0.05,0.9,homogeneous_only,eval_011,13,11,cand_homo_ff,1,scalar16,1,13.14955,1,0.360349,0.0,0,1,homogeneous_only
a_min_038212,20260515,queued-8,0.05,0.9,homogeneous_only,eval_012,13,11,cand_homo_ff,1,scalar16,1,14.36585,1,0.360349,0.0,0,1,homogeneous_only
a_min_038213,20260515,queued-8,0.05,0.9,homogeneous_only,eval_013,13,11,cand_homo_ff,1,scalar16,1,15.58197,1,0.360349,0.0,0,1,homogeneous_only
a_min_038214,20260515,queued-8,0.05,0.9,homogeneous_only,eval_014,13,11,cand_homo_ff,1,scalar16,1,16.79809,1,0.360349,0.0,0,1,homogeneous_only
a_min_038215,20260515,queued-8,0.05,0.9,homogeneous_only,eval_015,13,11,cand_homo_ff,1,scalar16,1,18.0143,1,0.360349,0.0,0,1,homogeneous_only
a_min_038216,20260515,queued-8,0.05,0.9,homogeneous_only,eval_016,13,11,cand_homo_ff,1,scalar16,1,19.23015,1,0.360349,0.0,0,1,homogeneous_only
a_min_038217,20260515,queued-8,0.05,0.9,homogeneous_only,eval_017,13,11,cand_homo_ff,1,scalar16,1,20.19816,1,0.360349,0.0,0,1,homogeneous_only
a_min_038218,20260515,queued-8,0.05,0.9,homogeneous_only,eval_018,13,11,cand_homo_ff,1,scalar16,1,21.41599,1,0.360349,0.0,0,1,homogeneous_only
a_min_038219,20260515,queued-8,0.05,0.9,homogeneous_only,eval_019,13,11,cand_homo_ff,1,scalar16,1,22.63364,1,0.360349,0.0,0,1,homogeneous_only
a_min_038220,20260515,queued-8,0.05,0.9,homogeneous_only,eval_020,13,11,cand_homo_ff,1,scalar16,1,23.84976,1,0.360349,0.0,0,1,homogeneous_only
a_min_038221,20260515,queued-8,0.05,0.9,homogeneous_only,eval_021,13,11,cand_homo_ff,1,scalar16,1,25.06507,1,0.360349,0.0,0,1,homogeneous_only
a_min_038222,20260515,queued-8,0.05,0.9,homogeneous_only,eval_022,13,11,cand_homo_ff,1,scalar16,1,26.28056,1,0.360349,0.0,0,1,homogeneous_only
a_min_038223,20260515,queued-8,0.05,0.9,homogeneous_only,eval_023,13,11,cand_homo_ff,1,scalar16,1,27.49587,1,0.360349,0.0,0,1,homogeneous_only
a_min_038224,20260515,queued-8,0.05,0.9,homogeneous_only,eval_024,13,11,cand_homo_ff,1,scalar16,1,28.71118,1,0.360349,0.0,0,1,homogeneous_only
a_min_038225,20260515,queued-8,0.05,0.9,homogeneous_only,eval_025,13,11,cand_homo_ff,1,scalar16,1,29.67658,1,0.360349,0.0,0,1,homogeneous_only
a_min_038226,20260515,queued-8,0.05,0.9,homogeneous_only,eval_026,13,11,cand_homo_ff,1,scalar16,1,30.89162,1,0.360349,0.0,0,1,homogeneous_only
a_min_038227,20260515,queued-8,0.05,0.9,homogeneous_only,eval_027,13,11,cand_homo_ff,1,scalar16,1,32.10882,1,0.360349,0.0,0,1,homogeneous_only
a_min_038228,20260515,queued-8,0.05,0.9,homogeneous_only,eval_028,13,11,cand_homo_ff,1,scalar16,1,33.32584,1,0.360349,0.0,0,1,homogeneous_only
a_min_038229,20260515,queued-8,0.05,0.9,homogeneous_only,eval_029,13,11,cand_homo_ff,1,scalar16,1,34.54268,1,0.360349,0.0,0,1,homogeneous_only
a_min_038230,20260515,queued-8,0.05,0.9,homogeneous_only,eval_030,13,11,cand_homo_ff,1,scalar16,1,35.75799,1,0.360349,0.0,0,1,homogeneous_only
a_min_038231,20260515,queued-8,0.05,0.9,homogeneous_only,eval_031,13,11,cand_homo_ff,1,scalar16,1,36.97492,1,0.360349,0.0,0,1,homogeneous_only
a_min_038232,20260515,queued-8,0.05,0.9,homogeneous_only,eval_032,13,11,cand_homo_ff,1,scalar16,1,38.19203,1,0.360349,0.0,0,1,homogeneous_only
a_min_038233,20260515,queued-8,0.05,0.9,homogeneous_only,eval_033,13,11,cand_homo_ff,1,scalar16,1,39.15896,1,0.360349,0.0,0,1,homogeneous_only
a_min_038234,20260515,queued-8,0.05,0.9,homogeneous_only,eval_034,13,11,cand_homo_ff,1,scalar16,1,40.37589,1,0.360349,0.0,0,1,homogeneous_only
a_min_038235,20260515,queued-8,0.05,0.9,homogeneous_only,eval_035,13,11,cand_homo_ff,1,scalar16,1,41.59291,1,0.360349,0.0,0,1,homogeneous_only
a_min_038236,20260515,queued-8,0.05,0.9,homogeneous_only,eval_036,13,11,cand_homo_ff,1,scalar16,1,42.80957,1,0.360349,0.0,0,1,homogeneous_only
a_min_038237,20260515,queued-8,0.05,0.9,homogeneous_only,eval_037,13,11,cand_homo_ff,1,scalar16,1,44.02839,1,0.360349,0.0,0,1,homogeneous_only
a_min_038238,20260515,queued-8,0.05,0.9,homogeneous_only,eval_038,13,11,cand_homo_ff,1,scalar16,1,45.24703,1,0.360349,0.0,0,1,homogeneous_only
a_min_038239,20260515,queued-8,0.05,0.9,homogeneous_only,eval_039,13,11,cand_homo_ff,1,scalar16,1,46.46549,1,0.360349,0.0,0,1,homogeneous_only
a_min_038240,20260515,queued-8,0.05,0.9,homogeneous_only,eval_040,13,11,cand_homo_ff,1,scalar16,1,47.68242,1,0.360349,0.0,0,1,homogeneous_only
a_min_038241,20260515,queued-8,0.05,0.9,homogeneous_only,eval_041,13,11,cand_homo_ff,1,scalar16,1,48.64935,1,0.360349,0.0,0,1,homogeneous_only
a_min_038242,20260515,queued-8,0.05,0.9,homogeneous_only,eval_042,13,11,cand_homo_ff,1,scalar16,1,49.86646,1,0.360349,0.0,0,1,homogeneous_only
a_min_038243,20260515,queued-8,0.05,0.9,homogeneous_only,eval_043,13,11,cand_homo_ff,1,scalar16,1,51.08339,1,0.360349,0.0,0,1,homogeneous_only
a_min_038244,20260515,queued-8,0.05,0.9,homogeneous_only,eval_044,13,11,cand_homo_ff,1,scalar16,1,52.30032,1,0.360349,0.0,0,1,homogeneous_only
a_min_038245,20260515,queued-8,0.05,0.9,homogeneous_only,eval_045,13,11,cand_homo_ff,1,scalar16,1,53.51734,1,0.360349,0.0,0,1,homogeneous_only
a_min_038246,20260515,queued-8,0.05,0.9,homogeneous_only,eval_046,13,11,cand_homo_ff,1,scalar16,1,54.734,1,0.360349,0.0,0,1,homogeneous_only
a_min_038247,20260515,queued-8,0.05,0.9,homogeneous_only,eval_047,13,11,cand_homo_ff,1,scalar16,1,55.95282,1,0.360349,0.0,0,1,homogeneous_only
a_min_038248,20260515,queued-8,0.05,0.9,homogeneous_only,eval_048,13,11,cand_homo_ff,1,scalar16,1,57.17146,1,0.360349,0.0,0,1,homogeneous_only
a_min_038249,20260515,queued-8,0.05,0.9,homogeneous_only,eval_049,13,11,cand_homo_ff,1,scalar16,1,58.13992,1,0.360349,0.0,0,1,homogeneous_only
a_min_038250,20260515,queued-8,0.05,0.9,homogeneous_only,eval_050,13,11,cand_homo_ff,1,scalar16,1,59.35685,1,0.360349,0.0,0,1,homogeneous_only
a_min_038251,20260515,queued-8,0.05,0.9,homogeneous_only,eval_051,13,11,cand_homo_ff,1,scalar16,1,60.57477,1,0.360349,0.0,0,1,homogeneous_only
a_min_038252,20260515,queued-8,0.05,0.9,homogeneous_only,eval_052,13,11,cand_homo_ff,1,scalar16,1,61.79287,1,0.360349,0.0,0,1,homogeneous_only
a_min_038253,20260515,queued-8,0.05,0.9,homogeneous_only,eval_053,13,11,cand_homo_ff,1,scalar16,1,63.01079,1,0.360349,0.0,0,1,homogeneous_only
a_min_038254,20260515,queued-8,0.05,0.9,homogeneous_only,eval_054,13,11,cand_homo_ff,1,scalar16,1,64.22871,1,0.360349,0.0,0,1,homogeneous_only
a_min_038255,20260515,queued-8,0.05,0.9,homogeneous_only,eval_055,13,11,cand_homo_ff,1,scalar16,1,65.44672,1,0.360349,0.0,0,1,homogeneous_only
a_min_038256,20260515,queued-8,0.05,0.9,homogeneous_only,eval_056,13,11,cand_homo_ff,1,scalar16,1,66.66437,1,0.360349,0.0,0,1,homogeneous_only
a_min_038257,20260515,queued-8,0.05,0.9,homogeneous_only,eval_057,13,11,cand_homo_ff,1,scalar16,1,67.63418,1,0.360349,0.0,0,1,homogeneous_only
a_min_038258,20260515,queued-8,0.05,0.9,homogeneous_only,eval_058,13,11,cand_homo_ff,1,scalar16,1,68.85381,1,0.360349,0.0,0,1,homogeneous_only
a_min_038259,20260515,queued-8,0.05,0.9,homogeneous_only,eval_059,13,11,cand_homo_ff,1,scalar16,1,70.07326,1,0.360349,0.0,0,1,homogeneous_only
a_min_038260,20260515,queued-8,0.05,0.9,homogeneous_only,eval_060,13,11,cand_homo_ff,1,scalar16,1,71.29118,1,0.360349,0.0,0,1,homogeneous_only
a_min_038261,20260515,queued-8,0.05,0.9,homogeneous_only,eval_061,13,11,cand_homo_ff,1,scalar16,1,72.50649,1,0.360349,0.0,0,1,homogeneous_only
a_min_038262,20260515,queued-8,0.05,0.9,homogeneous_only,eval_062,13,11,cand_homo_ff,1,scalar16,1,73.72198,1,0.360349,0.0,0,1,homogeneous_only
a_min_038263,20260515,queued-8,0.05,0.9,homogeneous_only,eval_063,13,11,cand_homo_ff,1,scalar16,1,74.93729,1,0.360349,0.0,0,1,homogeneous_only
a_min_038264,20260515,queued-8,0.05,0.9,homogeneous_only,eval_064,13,11,cand_homo_ff,1,scalar16,1,76.1526,1,0.360349,0.0,0,1,homogeneous_only
a_min_038265,20260515,queued-8,0.05,0.9,homogeneous_only,eval_065,13,11,cand_homo_ff,1,scalar16,1,77.118,1,0.360349,0.0,0,1,homogeneous_only
a_min_038266,20260515,queued-8,0.05,0.9,homogeneous_only,eval_066,13,11,cand_homo_ff,1,scalar16,1,78.33304,1,0.360349,0.0,0,1,homogeneous_only
a_min_038267,20260515,queued-8,0.05,0.9,homogeneous_only,eval_067,13,11,cand_homo_ff,1,scalar16,1,79.55024,1,0.360349,0.0,0,1,homogeneous_only
a_min_038268,20260515,queued-8,0.05,0.9,homogeneous_only,eval_068,13,11,cand_homo_ff,1,scalar16,1,80.76726,1,0.360349,0.0,0,1,homogeneous_only
a_min_038269,20260515,queued-8,0.05,0.9,homogeneous_only,eval_069,13,11,cand_homo_ff,1,scalar16,1,81.9841,1,0.360349,0.0,0,1,homogeneous_only
a_min_038270,20260515,queued-8,0.05,0.9,homogeneous_only,eval_070,13,11,cand_homo_ff,1,scalar16,1,83.19941,1,0.360349,0.0,0,1,homogeneous_only
a_min_038271,20260515,queued-8,0.05,0.9,homogeneous_only,eval_071,13,11,cand_homo_ff,1,scalar16,1,84.41481,1,0.360349,0.0,0,1,homogeneous_only
a_min_038272,20260515,queued-8,0.05,0.9,homogeneous_only,eval_072,13,11,cand_homo_ff,1,scalar16,1,85.63039,1,0.360349,0.0,0,1,homogeneous_only
a_min_038273,20260515,queued-8,0.05,0.9,homogeneous_only,eval_073,13,11,cand_homo_ff,1,scalar16,1,86.59579,1,0.360349,0.0,0,1,homogeneous_only
a_min_038274,20260515,queued-8,0.05,0.9,homogeneous_only,eval_074,13,11,cand_homo_ff,1,scalar16,1,87.81119,1,0.360349,0.0,0,1,homogeneous_only
a_min_038275,20260515,queued-8,0.05,0.9,homogeneous_only,eval_075,13,11,cand_homo_ff,1,scalar16,1,89.02668,1,0.360349,0.0,0,1,homogeneous_only
a_min_038276,20260515,queued-8,0.05,0.9,homogeneous_only,eval_076,13,11,cand_homo_ff,1,scalar16,1,90.24181,1,0.360349,0.0,0,1,homogeneous_only
a_min_038277,20260515,queued-8,0.05,0.9,homogeneous_only,eval_077,13,11,cand_homo_ff,1,scalar16,1,91.4591,1,0.360349,0.0,0,1,homogeneous_only
a_min_038278,20260515,queued-8,0.05,0.9,homogeneous_only,eval_078,13,11,cand_homo_ff,1,scalar16,1,92.67621,1,0.360349,0.0,0,1,homogeneous_only
a_min_038279,20260515,queued-8,0.05,0.9,homogeneous_only,eval_079,13,11,cand_homo_ff,1,scalar16,1,93.89314,1,0.360349,0.0,0,1,homogeneous_only
a_min_038280,20260515,queued-8,0.05,0.9,homogeneous_only,eval_080,13,11,cand_homo_ff,1,scalar16,1,95.10854,1,0.360349,0.0,0,1,homogeneous_only
a_min_038281,20260515,queued-8,0.05,0.9,homogeneous_only,eval_081,13,11,cand_homo_ff,1,scalar16,1,96.07466,1,0.360349,0.0,0,1,homogeneous_only
a_min_038282,20260515,queued-8,0.05,0.9,homogeneous_only,eval_082,13,11,cand_homo_ff,1,scalar16,1,97.29096,1,0.360349,0.0,0,1,homogeneous_only
a_min_038283,20260515,queued-8,0.05,0.9,homogeneous_only,eval_083,13,11,cand_homo_ff,1,scalar16,1,98.50708,1,0.360349,0.0,0,1,homogeneous_only
a_min_038284,20260515,queued-8,0.05,0.9,homogeneous_only,eval_084,13,11,cand_homo_ff,1,scalar16,1,99.7232,1,0.360349,0.0,0,1,homogeneous_only
a_min_038285,20260515,queued-8,0.05,0.9,homogeneous_only,eval_085,13,11,cand_homo_ff,1,scalar16,1,100.93941,1,0.360349,0.0,0,1,homogeneous_only
a_min_038286,20260515,queued-8,0.05,0.9,homogeneous_only,eval_086,13,11,cand_homo_ff,1,scalar16,1,102.15526,1,0.360349,0.0,0,1,homogeneous_only
a_min_038287,20260515,queued-8,0.05,0.9,homogeneous_only,eval_087,13,11,cand_homo_ff,1,scalar16,1,103.37327,1,0.360349,0.0,0,1,homogeneous_only
a_min_038288,20260515,queued-8,0.05,0.9,homogeneous_only,eval_088,13,11,cand_homo_ff,1,scalar16,1,104.5911,1,0.360349,0.0,0,1,homogeneous_only
a_min_038289,20260515,queued-8,0.05,0.9,homogeneous_only,eval_089,13,11,cand_homo_ff,1,scalar16,1,105.55875,1,0.360349,0.0,0,1,homogeneous_only
a_min_038290,20260515,queued-8,0.05,0.9,homogeneous_only,eval_090,13,11,cand_homo_ff,1,scalar16,1,106.77487,1,0.360349,0.0,0,1,homogeneous_only
a_min_038291,20260515,queued-8,0.05,0.9,homogeneous_only,eval_091,13,11,cand_homo_ff,1,scalar16,1,107.99117,1,0.360349,0.0,0,1,homogeneous_only
a_min_038292,20260515,queued-8,0.05,0.9,homogeneous_only,eval_092,13,11,cand_homo_ff,1,scalar16,1,109.20765,1,0.360349,0.0,0,1,homogeneous_only
a_min_038293,20260515,queued-8,0.05,0.9,homogeneous_only,eval_093,13,11,cand_homo_ff,1,scalar16,1,110.42395,1,0.360349,0.0,0,1,homogeneous_only
a_min_038294,20260515,queued-8,0.05,0.9,homogeneous_only,eval_094,13,11,cand_homo_ff,1,scalar16,1,111.64025,1,0.360349,0.0,0,1,homogeneous_only
a_min_038295,20260515,queued-8,0.05,0.9,homogeneous_only,eval_095,13,11,cand_homo_ff,1,scalar16,1,112.85664,1,0.360349,0.0,0,1,homogeneous_only
a_min_038296,20260515,queued-8,0.05,0.9,homogeneous_only,eval_096,13,11,cand_homo_ff,1,scalar16,1,114.07267,1,0.360349,0.0,0,1,homogeneous_only
a_min_038297,20260515,queued-8,0.05,0.9,homogeneous_only,eval_097,13,11,cand_homo_ff,1,scalar16,1,115.04086,1,0.360349,0.0,0,1,homogeneous_only
a_min_038298,20260515,queued-8,0.05,0.9,homogeneous_only,eval_098,13,11,cand_homo_ff,1,scalar16,1,116.25887,1,0.360349,0.0,0,1,homogeneous_only
a_min_038299,20260515,queued-8,0.05,0.9,homogeneous_only,eval_099,13,11,cand_homo_ff,1,scalar16,1,117.4767,1,0.360349,0.0,0,1,homogeneous_only
a_min_038300,20260515,queued-8,0.05,0.9,homogeneous_only,eval_100,13,11,cand_homo_ff,1,scalar16,1,118.693,1,0.360349,0.0,0,1,homogeneous_only
a_min_038301,20260515,queued-8,0.05,0.9,homogeneous_only,eval_101,13,11,cand_homo_ff,1,scalar16,1,119.90849,1,0.360349,0.0,0,1,homogeneous_only
a_min_038302,20260515,queued-8,0.05,0.9,homogeneous_only,eval_102,13,11,cand_homo_ff,1,scalar16,1,121.12416,1,0.360349,0.0,0,1,homogeneous_only
a_min_038303,20260515,queued-8,0.05,0.9,homogeneous_only,eval_103,13,11,cand_homo_ff,1,scalar16,1,122.33965,1,0.360349,0.0,0,1,homogeneous_only
a_min_038304,20260515,queued-8,0.05,0.9,homogeneous_only,eval_104,13,11,cand_homo_ff,1,scalar16,1,123.55514,1,0.360349,0.0,0,1,homogeneous_only
a_min_038305,20260515,queued-8,0.05,0.9,homogeneous_only,eval_105,13,11,cand_homo_ff,1,scalar16,1,124.52072,1,0.360349,0.0,0,1,homogeneous_only
a_min_038306,20260515,queued-8,0.05,0.9,homogeneous_only,eval_106,13,11,cand_homo_ff,1,scalar16,1,125.73594,1,0.360349,0.0,0,1,homogeneous_only
a_min_038307,20260515,queued-8,0.05,0.9,homogeneous_only,eval_107,13,11,cand_homo_ff,1,scalar16,1,126.95332,1,0.360349,0.0,0,1,homogeneous_only
a_min_038308,20260515,queued-8,0.05,0.9,homogeneous_only,eval_108,13,11,cand_homo_ff,1,scalar16,1,128.17052,1,0.360349,0.0,0,1,homogeneous_only
a_min_038309,20260515,queued-8,0.05,0.9,homogeneous_only,eval_109,13,11,cand_homo_ff,1,scalar16,1,129.38754,1,0.360349,0.0,0,1,homogeneous_only
a_min_038310,20260515,queued-8,0.05,0.9,homogeneous_only,eval_110,13,11,cand_homo_ff,1,scalar16,1,130.60303,1,0.360349,0.0,0,1,homogeneous_only
a_min_038311,20260515,queued-8,0.05,0.9,homogeneous_only,eval_111,13,11,cand_homo_ff,1,scalar16,1,131.81861,1,0.360349,0.0,0,1,homogeneous_only
a_min_038312,20260515,queued-8,0.05,0.9,homogeneous_only,eval_112,13,11,cand_homo_ff,1,scalar16,1,133.03437,1,0.360349,0.0,0,1,homogeneous_only
a_min_038313,20260515,queued-8,0.05,0.9,homogeneous_only,eval_113,13,11,cand_homo_ff,1,scalar16,1,133.99995,1,0.360349,0.0,0,1,homogeneous_only
a_min_038314,20260515,queued-8,0.05,0.9,homogeneous_only,eval_114,13,11,cand_homo_ff,1,scalar16,1,135.21553,1,0.360349,0.0,0,1,homogeneous_only
a_min_038315,20260515,queued-8,0.05,0.9,homogeneous_only,eval_115,13,11,cand_homo_ff,1,scalar16,1,136.4312,1,0.360349,0.0,0,1,homogeneous_only
a_min_038316,20260515,queued-8,0.05,0.9,homogeneous_only,eval_116,13,11,cand_homo_ff,1,scalar16,1,137.64651,1,0.360349,0.0,0,1,homogeneous_only
a_min_038317,20260515,queued-8,0.05,0.9,homogeneous_only,eval_117,13,11,cand_homo_ff,1,scalar16,1,138.86398,1,0.360349,0.0,0,1,homogeneous_only
a_min_038318,20260515,queued-8,0.05,0.9,homogeneous_only,eval_118,13,11,cand_homo_ff,1,scalar16,1,140.08127,1,0.360349,0.0,0,1,homogeneous_only
a_min_038319,20260515,queued-8,0.05,0.9,homogeneous_only,eval_119,13,11,cand_homo_ff,1,scalar16,1,141.29838,1,0.360349,0.0,0,1,homogeneous_only
a_min_038320,20260515,queued-8,0.05,0.9,homogeneous_only,eval_120,13,11,cand_homo_ff,1,scalar16,1,142.51396,1,0.360349,0.0,0,1,homogeneous_only
a_min_038321,20260515,queued-8,0.05,0.9,homogeneous_only,eval_121,13,11,cand_homo_ff,1,scalar16,1,143.48008,1,0.360349,0.0,0,1,homogeneous_only
a_min_038322,20260515,queued-8,0.05,0.9,homogeneous_only,eval_122,13,11,cand_homo_ff,1,scalar16,1,144.69638,1,0.360349,0.0,0,1,homogeneous_only
a_min_038323,20260515,queued-8,0.05,0.9,homogeneous_only,eval_123,13,11,cand_homo_ff,1,scalar16,1,145.9125,1,0.360349,0.0,0,1,homogeneous_only
a_min_038324,20260515,queued-8,0.05,0.9,homogeneous_only,eval_124,13,11,cand_homo_ff,1,scalar16,1,147.12862,1,0.360349,0.0,0,1,homogeneous_only
