pair_id,pair_label,variant,family,prompt_id,checkpoint,gap_metric,gap_value,threshold,over_threshold
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,eval_196,C3,mean_projected_cosine_gap,0.000320946,0.000333507,0
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,eval_197,C1,mean_projected_cosine_gap,0.000203114,0.000462777,0
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,eval_197,C2,mean_projected_cosine_gap,0.0001023,0.000370655,0
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,eval_197,C3,mean_projected_cosine_gap,0.000122786,0.000333507,0
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,eval_198,C1,mean_projected_cosine_gap,0.000170745,0.000462777,0
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,eval_198,C2,mean_projected_cosine_gap,0.00013626,0.000370655,0
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,eval_198,C3,mean_projected_cosine_gap,0.000135861,0.000333507,0
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,eval_199,C1,mean_projected_cosine_gap,0.000149157,0.000462777,0
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,eval_199,C2,mean_projected_cosine_gap,0.000119813,0.000370655,0
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,eval_199,C3,mean_projected_cosine_gap,0.000246234,0.000333507,0
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,eval_200,C1,mean_projected_cosine_gap,0.000255262,0.000462777,0
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,eval_200,C2,mean_projected_cosine_gap,0.000186667,0.000370655,0
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos16,projcos,eval_200,C3,mean_projected_cosine_gap,0.000280678,0.000333507,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_001,C1,mean_sampled_abs_gap,0.008430874,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_001,C2,mean_sampled_abs_gap,0.028625488,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_001,C3,mean_sampled_abs_gap,0.082066512,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_002,C1,mean_sampled_abs_gap,0.01013787,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_002,C2,mean_sampled_abs_gap,0.088500977,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_002,C3,mean_sampled_abs_gap,0.032668611,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_003,C1,mean_sampled_abs_gap,0.009862719,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_003,C2,mean_sampled_abs_gap,0.065887451,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_003,C3,mean_sampled_abs_gap,0.064169327,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_004,C1,mean_sampled_abs_gap,0.006166532,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_004,C2,mean_sampled_abs_gap,0.02256012,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_004,C3,mean_sampled_abs_gap,0.03738664,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_005,C1,mean_sampled_abs_gap,0.009622572,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_005,C2,mean_sampled_abs_gap,0.033691406,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_005,C3,mean_sampled_abs_gap,0.085778907,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_006,C1,mean_sampled_abs_gap,0.008143525,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_006,C2,mean_sampled_abs_gap,0.048461914,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_006,C3,mean_sampled_abs_gap,0.052461665,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_007,C1,mean_sampled_abs_gap,0.009457288,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_007,C2,mean_sampled_abs_gap,0.027099609,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_007,C3,mean_sampled_abs_gap,0.037201533,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_008,C1,mean_sampled_abs_gap,0.008832706,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_008,C2,mean_sampled_abs_gap,0.033813477,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_008,C3,mean_sampled_abs_gap,0.040208288,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_009,C1,mean_sampled_abs_gap,0.009356266,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_009,C2,mean_sampled_abs_gap,0.05557251,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_009,C3,mean_sampled_abs_gap,0.037628554,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_010,C1,mean_sampled_abs_gap,0.007845069,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_010,C2,mean_sampled_abs_gap,0.028076172,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_010,C3,mean_sampled_abs_gap,0.02343772,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_011,C1,mean_sampled_abs_gap,0.012295026,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_011,C2,mean_sampled_abs_gap,0.02722168,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_011,C3,mean_sampled_abs_gap,0.033080895,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_012,C1,mean_sampled_abs_gap,0.010932816,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_012,C2,mean_sampled_abs_gap,0.054168701,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_012,C3,mean_sampled_abs_gap,0.044131949,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_013,C1,mean_sampled_abs_gap,0.008073964,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_013,C2,mean_sampled_abs_gap,0.026245117,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_013,C3,mean_sampled_abs_gap,0.038555983,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_014,C1,mean_sampled_abs_gap,0.011549203,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_014,C2,mean_sampled_abs_gap,0.026123047,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_014,C3,mean_sampled_abs_gap,0.033797216,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_015,C1,mean_sampled_abs_gap,0.010391746,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_015,C2,mean_sampled_abs_gap,0.018859863,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_015,C3,mean_sampled_abs_gap,0.026744368,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_016,C1,mean_sampled_abs_gap,0.013340955,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_016,C2,mean_sampled_abs_gap,0.024200439,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_016,C3,mean_sampled_abs_gap,0.019933155,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_017,C1,mean_sampled_abs_gap,0.008553459,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_017,C2,mean_sampled_abs_gap,0.012084961,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_017,C3,mean_sampled_abs_gap,0.03492016,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_018,C1,mean_sampled_abs_gap,0.007498296,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_018,C2,mean_sampled_abs_gap,0.03527832,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_018,C3,mean_sampled_abs_gap,0.035601124,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_019,C1,mean_sampled_abs_gap,0.008942491,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_019,C2,mean_sampled_abs_gap,0.019775391,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_019,C3,mean_sampled_abs_gap,0.026680524,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_020,C1,mean_sampled_abs_gap,0.0120653,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_020,C2,mean_sampled_abs_gap,0.026000977,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_020,C3,mean_sampled_abs_gap,0.028449348,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_021,C1,mean_sampled_abs_gap,0.013635012,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_021,C2,mean_sampled_abs_gap,0.056549072,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_021,C3,mean_sampled_abs_gap,0.048992747,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_022,C1,mean_sampled_abs_gap,0.017495259,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_022,C2,mean_sampled_abs_gap,0.029388428,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_022,C3,mean_sampled_abs_gap,0.037929123,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_023,C1,mean_sampled_abs_gap,0.010611741,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_023,C2,mean_sampled_abs_gap,0.046691895,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_023,C3,mean_sampled_abs_gap,0.049331855,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_024,C1,mean_sampled_abs_gap,0.012669475,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_024,C2,mean_sampled_abs_gap,0.029602051,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_024,C3,mean_sampled_abs_gap,0.034244711,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_025,C1,mean_sampled_abs_gap,0.011671846,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_025,C2,mean_sampled_abs_gap,0.039581299,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_025,C3,mean_sampled_abs_gap,0.060106818,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_026,C1,mean_sampled_abs_gap,0.011336322,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_026,C2,mean_sampled_abs_gap,0.035766602,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_026,C3,mean_sampled_abs_gap,0.056131996,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_027,C1,mean_sampled_abs_gap,0.009938826,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_027,C2,mean_sampled_abs_gap,0.032775879,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_027,C3,mean_sampled_abs_gap,0.035017109,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_028,C1,mean_sampled_abs_gap,0.007694313,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_028,C2,mean_sampled_abs_gap,0.035644531,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_028,C3,mean_sampled_abs_gap,0.033928547,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_029,C1,mean_sampled_abs_gap,0.006689751,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_029,C2,mean_sampled_abs_gap,0.032531738,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_029,C3,mean_sampled_abs_gap,0.094789692,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_030,C1,mean_sampled_abs_gap,0.012156908,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_030,C2,mean_sampled_abs_gap,0.041809082,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_030,C3,mean_sampled_abs_gap,0.04133806,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_031,C1,mean_sampled_abs_gap,0.013931864,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_031,C2,mean_sampled_abs_gap,0.036621094,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_031,C3,mean_sampled_abs_gap,0.025039901,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_032,C1,mean_sampled_abs_gap,0.01554946,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_032,C2,mean_sampled_abs_gap,0.027954102,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_032,C3,mean_sampled_abs_gap,0.028678615,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_033,C1,mean_sampled_abs_gap,0.013025308,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_033,C2,mean_sampled_abs_gap,0.056396484,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_033,C3,mean_sampled_abs_gap,0.055568128,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_034,C1,mean_sampled_abs_gap,0.012054982,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_034,C2,mean_sampled_abs_gap,0.025733948,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_034,C3,mean_sampled_abs_gap,0.036845773,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_035,C1,mean_sampled_abs_gap,0.01031868,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_035,C2,mean_sampled_abs_gap,0.063495636,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_035,C3,mean_sampled_abs_gap,0.054234196,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_036,C1,mean_sampled_abs_gap,0.010258603,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_036,C2,mean_sampled_abs_gap,0.063903809,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_036,C3,mean_sampled_abs_gap,0.044616136,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_037,C1,mean_sampled_abs_gap,0.01544661,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_037,C2,mean_sampled_abs_gap,0.036499023,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_037,C3,mean_sampled_abs_gap,0.030466967,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_038,C1,mean_sampled_abs_gap,0.013804531,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_038,C2,mean_sampled_abs_gap,0.028564453,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_038,C3,mean_sampled_abs_gap,0.034634228,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_039,C1,mean_sampled_abs_gap,0.01426418,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_039,C2,mean_sampled_abs_gap,0.043334961,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_039,C3,mean_sampled_abs_gap,0.039676925,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_040,C1,mean_sampled_abs_gap,0.01172794,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_040,C2,mean_sampled_abs_gap,0.034225464,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_040,C3,mean_sampled_abs_gap,0.043982625,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_041,C1,mean_sampled_abs_gap,0.012427984,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_041,C2,mean_sampled_abs_gap,0.021118164,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_041,C3,mean_sampled_abs_gap,0.02995971,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_042,C1,mean_sampled_abs_gap,0.013602539,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_042,C2,mean_sampled_abs_gap,0.026367188,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_042,C3,mean_sampled_abs_gap,0.04492082,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_043,C1,mean_sampled_abs_gap,0.013273971,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_043,C2,mean_sampled_abs_gap,0.037475586,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_043,C3,mean_sampled_abs_gap,0.0228949,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_044,C1,mean_sampled_abs_gap,0.014888686,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_044,C2,mean_sampled_abs_gap,0.024902344,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_044,C3,mean_sampled_abs_gap,0.025056726,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_045,C1,mean_sampled_abs_gap,0.013860067,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_045,C2,mean_sampled_abs_gap,0.027832031,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_045,C3,mean_sampled_abs_gap,0.016971018,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_046,C1,mean_sampled_abs_gap,0.020563509,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_046,C2,mean_sampled_abs_gap,0.025878906,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_046,C3,mean_sampled_abs_gap,0.03000609,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_047,C1,mean_sampled_abs_gap,0.012862896,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_047,C2,mean_sampled_abs_gap,0.018707275,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_047,C3,mean_sampled_abs_gap,0.021574259,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_048,C1,mean_sampled_abs_gap,0.015708919,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_048,C2,mean_sampled_abs_gap,0.018615723,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_048,C3,mean_sampled_abs_gap,0.04016883,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_049,C1,mean_sampled_abs_gap,0.010961557,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_049,C2,mean_sampled_abs_gap,0.022094727,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_049,C3,mean_sampled_abs_gap,0.049376256,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_050,C1,mean_sampled_abs_gap,0.018121778,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_050,C2,mean_sampled_abs_gap,0.025634766,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_050,C3,mean_sampled_abs_gap,0.024648245,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_051,C1,mean_sampled_abs_gap,0.018530133,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_051,C2,mean_sampled_abs_gap,0.02734375,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_051,C3,mean_sampled_abs_gap,0.057429795,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_052,C1,mean_sampled_abs_gap,0.014925931,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_052,C2,mean_sampled_abs_gap,0.012878418,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_052,C3,mean_sampled_abs_gap,0.031784922,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_053,C1,mean_sampled_abs_gap,0.019834074,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_053,C2,mean_sampled_abs_gap,0.025878906,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_053,C3,mean_sampled_abs_gap,0.018524338,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_054,C1,mean_sampled_abs_gap,0.026838257,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_054,C2,mean_sampled_abs_gap,0.019897461,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_054,C3,mean_sampled_abs_gap,0.027483046,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_055,C1,mean_sampled_abs_gap,0.027928341,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_055,C2,mean_sampled_abs_gap,0.025146484,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_055,C3,mean_sampled_abs_gap,0.02917271,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_056,C1,mean_sampled_abs_gap,0.023409603,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_056,C2,mean_sampled_abs_gap,0.023071289,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_056,C3,mean_sampled_abs_gap,0.038416177,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_057,C1,mean_sampled_abs_gap,0.013916582,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_057,C2,mean_sampled_abs_gap,0.025878906,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_057,C3,mean_sampled_abs_gap,0.04316865,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_058,C1,mean_sampled_abs_gap,0.012544575,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_058,C2,mean_sampled_abs_gap,0.021789551,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_058,C3,mean_sampled_abs_gap,0.040795748,7.0,0
t4strict_pair_a_vs_d_40_200,stack_a_vs_stack_d,scalar16,scalar,eval_059,C1,mean_sampled_abs_gap,0.016620509,7.0,0
