threat_model,attack_family,rho,boundary,detector,n_eval,threshold_gamma,tpr_at_1fpr,eval_fpr,evaded_rate,harmful_evasion_rate,harm_proxy_mean,localization_acc,tpr_ci_lo,tpr_ci_hi,rho_eff
TM2_seed_known,joint_null,0.005,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,0.852143,0.025,0.992667,1.0,0.005
TM2_seed_known,joint_null,0.005,C1,SignRadial,520,0.008965,0.998077,0.009615,0.001923,0.001923,0.852143,0.00578,0.989188,0.99966,0.005
TM2_seed_known,joint_null,0.005,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,0.69085,0.005769,0.992667,1.0,0.005
TM2_seed_known,joint_null,0.005,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,0.69085,0.007692,0.992667,1.0,0.005
TM2_seed_known,joint_null,0.005,C2,SignRadial,520,0.008965,0.771154,0.009615,0.228846,0.228846,0.69085,0.027431,0.733136,0.805194,0.005
TM2_seed_known,joint_null,0.005,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.990385,0.120113,0.6,0.004114,0.022309,0.005
TM2_seed_known,joint_null,0.005,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.984615,0.120113,0.75,0.007816,0.030061,0.005
TM2_seed_known,joint_null,0.005,C3,SignRadial,520,0.008965,0.009615,0.009615,0.990385,0.990385,0.120113,0.4,0.004114,0.022309,0.005
TM2_seed_known,joint_null,0.01,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.006507,0.015385,0.992667,1.0,0.01
TM2_seed_known,joint_null,0.01,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.006507,0.025,0.992667,1.0,0.01
TM2_seed_known,joint_null,0.01,C1,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,1.006507,0.005769,0.992667,1.0,0.01
TM2_seed_known,joint_null,0.01,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,0.913175,0.005769,0.992667,1.0,0.01
TM2_seed_known,joint_null,0.01,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,0.913175,0.007692,0.992667,1.0,0.01
TM2_seed_known,joint_null,0.01,C2,SignRadial,520,0.008965,0.867308,0.009615,0.132692,0.132692,0.913175,0.026608,0.835439,0.89379,0.01
TM2_seed_known,joint_null,0.01,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.990385,0.240017,0.6,0.004114,0.022309,0.01
TM2_seed_known,joint_null,0.01,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.984615,0.240017,0.75,0.007816,0.030061,0.01
TM2_seed_known,joint_null,0.01,C3,SignRadial,520,0.008965,0.009615,0.009615,0.990385,0.990385,0.240017,0.4,0.004114,0.022309,0.01
TM2_seed_known,joint_null,0.02,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.144049,0.015385,0.992667,1.0,0.02
TM2_seed_known,joint_null,0.02,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.144049,0.025,0.992667,1.0,0.02
TM2_seed_known,joint_null,0.02,C1,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,1.144049,0.005769,0.992667,1.0,0.02
TM2_seed_known,joint_null,0.02,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.133393,0.005769,0.992667,1.0,0.02
TM2_seed_known,joint_null,0.02,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.133393,0.007692,0.992667,1.0,0.02
TM2_seed_known,joint_null,0.02,C2,SignRadial,520,0.008965,0.95,0.009615,0.05,0.05,1.133393,0.026316,0.927747,0.965653,0.02
TM2_seed_known,joint_null,0.02,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.990385,0.478222,0.6,0.004114,0.022309,0.02
TM2_seed_known,joint_null,0.02,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.984615,0.478222,0.75,0.007816,0.030061,0.02
TM2_seed_known,joint_null,0.02,C3,SignRadial,520,0.008965,0.009615,0.009615,0.990385,0.990385,0.478222,0.4,0.004114,0.022309,0.02
TM2_seed_known,joint_null,0.05,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.473922,0.015385,0.992667,1.0,0.05
TM2_seed_known,joint_null,0.05,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.473922,0.025,0.992667,1.0,0.05
TM2_seed_known,joint_null,0.05,C1,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,1.473922,0.005769,0.992667,1.0,0.05
TM2_seed_known,joint_null,0.05,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.562681,0.005769,0.992667,1.0,0.05
TM2_seed_known,joint_null,0.05,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.562681,0.007692,0.992667,1.0,0.05
TM2_seed_known,joint_null,0.05,C2,SignRadial,520,0.008965,0.976923,0.009615,0.023077,0.023077,1.562681,0.023622,0.960101,0.986751,0.05
TM2_seed_known,joint_null,0.05,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.990385,1.163899,0.6,0.004114,0.022309,0.05
TM2_seed_known,joint_null,0.05,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.984615,1.163899,0.75,0.007816,0.030061,0.05
TM2_seed_known,joint_null,0.05,C3,SignRadial,520,0.008965,0.009615,0.009615,0.990385,0.990385,1.163899,0.4,0.004114,0.022309,0.05
TM2_seed_known,joint_null,0.1,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.802634,0.015385,0.992667,1.0,0.1
TM2_seed_known,joint_null,0.1,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.802634,0.025,0.992667,1.0,0.1
TM2_seed_known,joint_null,0.1,C1,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,1.802634,0.005769,0.992667,1.0,0.1
TM2_seed_known,joint_null,0.1,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.980522,0.005769,0.992667,1.0,0.1
TM2_seed_known,joint_null,0.1,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.980522,0.007692,0.992667,1.0,0.1
TM2_seed_known,joint_null,0.1,C2,SignRadial,520,0.008965,0.984615,0.009615,0.015385,0.015385,1.980522,0.025391,0.969939,0.992184,0.1
TM2_seed_known,joint_null,0.1,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.990385,2.135019,0.6,0.004114,0.022309,0.1
TM2_seed_known,joint_null,0.1,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.984615,2.135019,0.75,0.007816,0.030061,0.1
TM2_seed_known,joint_null,0.1,C3,SignRadial,520,0.008965,0.009615,0.009615,0.990385,0.990385,2.135019,0.4,0.004114,0.022309,0.1
TM2_seed_known,null_space_projcos,0.002,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,0.595121,0.736538,0.992667,1.0,0.002
TM2_seed_known,null_space_projcos,0.002,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,0.595121,0.025,0.992667,1.0,0.002
TM2_seed_known,null_space_projcos,0.002,C1,SignRadial,520,0.008965,0.994231,0.009615,0.005769,0.005769,0.595121,0.800774,0.983177,0.998036,0.002
TM2_seed_known,null_space_projcos,0.002,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,0.431355,0.484615,0.992667,1.0,0.002
TM2_seed_known,null_space_projcos,0.002,C2,ProjCos4,520,0.00061048,0.998077,0.015385,0.001923,0.001923,0.431355,0.007707,0.989188,0.99966,0.002
TM2_seed_known,null_space_projcos,0.002,C2,SignRadial,520,0.008965,0.813462,0.009615,0.186538,0.186538,0.431355,0.685579,0.777726,0.8446,0.002
TM2_seed_known,null_space_projcos,0.002,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.790385,0.048055,0.6,0.004114,0.022309,0.002
TM2_seed_known,null_space_projcos,0.002,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.786538,0.048055,0.75,0.007816,0.030061,0.002
TM2_seed_known,null_space_projcos,0.002,C3,SignRadial,520,0.008965,0.013462,0.009615,0.986538,0.784615,0.048055,0.571429,0.006536,0.027523,0.002
TM2_seed_known,null_space_projcos,0.005,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,0.852164,0.880769,0.992667,1.0,0.005
TM2_seed_known,null_space_projcos,0.005,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,0.852164,0.025,0.992667,1.0,0.005
TM2_seed_known,null_space_projcos,0.005,C1,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,0.852164,0.905769,0.992667,1.0,0.005
TM2_seed_known,null_space_projcos,0.005,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,0.690852,0.751923,0.992667,1.0,0.005
TM2_seed_known,null_space_projcos,0.005,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,0.690852,0.007692,0.992667,1.0,0.005
TM2_seed_known,null_space_projcos,0.005,C2,SignRadial,520,0.008965,0.938462,0.009615,0.061538,0.061538,0.690852,0.864754,0.914417,0.956075,0.005
TM2_seed_known,null_space_projcos,0.005,C3,Combined,520,0.9900995,0.015385,0.009615,0.984615,0.984615,0.120114,0.75,0.007816,0.030061,0.005
TM2_seed_known,null_space_projcos,0.005,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.984615,0.120114,0.75,0.007816,0.030061,0.005
TM2_seed_known,null_space_projcos,0.005,C3,SignRadial,520,0.008965,0.021154,0.009615,0.978846,0.978846,0.120114,0.727273,0.011852,0.037478,0.005
TM2_seed_known,null_space_projcos,0.01,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.006562,0.936538,0.992667,1.0,0.01
TM2_seed_known,null_space_projcos,0.01,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.006562,0.025,0.992667,1.0,0.01
TM2_seed_known,null_space_projcos,0.01,C1,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,1.006562,0.955769,0.992667,1.0,0.01
TM2_seed_known,null_space_projcos,0.01,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,0.913157,0.869231,0.992667,1.0,0.01
TM2_seed_known,null_space_projcos,0.01,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,0.913157,0.007692,0.992667,1.0,0.01
TM2_seed_known,null_space_projcos,0.01,C2,SignRadial,520,0.008965,0.986538,0.009615,0.013462,0.013462,0.913157,0.922027,0.972477,0.993464,0.01
TM2_seed_known,null_space_projcos,0.01,C3,Combined,520,0.9900995,0.030769,0.009615,0.969231,0.969231,0.240019,0.875,0.019027,0.049394,0.01
TM2_seed_known,null_space_projcos,0.01,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.984615,0.240019,0.75,0.007816,0.030061,0.01
TM2_seed_known,null_space_projcos,0.01,C3,SignRadial,520,0.008965,0.038462,0.009615,0.961538,0.961538,0.240019,0.85,0.025034,0.058658,0.01
TM2_seed_known,null_space_projcos,0.02,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.144139,0.978846,0.992667,1.0,0.02
TM2_seed_known,null_space_projcos,0.02,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.144139,0.025,0.992667,1.0,0.02
TM2_seed_known,null_space_projcos,0.02,C1,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,1.144139,0.980769,0.992667,1.0,0.02
TM2_seed_known,null_space_projcos,0.02,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.13338,0.938462,0.992667,1.0,0.02
TM2_seed_known,null_space_projcos,0.02,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.13338,0.007692,0.992667,1.0,0.02
TM2_seed_known,null_space_projcos,0.02,C2,SignRadial,520,0.008965,0.998077,0.009615,0.001923,0.001923,1.13338,0.965318,0.989188,0.99966,0.02
TM2_seed_known,null_space_projcos,0.02,C3,Combined,520,0.9900995,0.138462,0.009615,0.861538,0.861538,0.478225,0.972222,0.111417,0.170808,0.02
TM2_seed_known,null_space_projcos,0.02,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.984615,0.478225,0.75,0.007816,0.030061,0.02
TM2_seed_known,null_space_projcos,0.02,C3,SignRadial,520,0.008965,0.171154,0.009615,0.828846,0.828846,0.478225,0.94382,0.141222,0.205909,0.02
TM2_seed_known,null_space_projcos,0.05,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.474035,0.990385,0.992667,1.0,0.05
TM2_seed_known,null_space_projcos,0.05,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.474035,0.025,0.992667,1.0,0.05
TM2_seed_known,null_space_projcos,0.05,C1,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,1.474035,0.992308,0.992667,1.0,0.05
TM2_seed_known,null_space_projcos,0.05,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.562622,0.971154,0.992667,1.0,0.05
TM2_seed_known,null_space_projcos,0.05,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.562622,0.007692,0.992667,1.0,0.05
TM2_seed_known,null_space_projcos,0.05,C2,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,1.562622,0.982692,0.992667,1.0,0.05
TM2_seed_known,null_space_projcos,0.05,C3,Combined,520,0.9900995,0.432692,0.009615,0.567308,0.567308,1.163906,0.986667,0.390756,0.475616,0.05
TM2_seed_known,null_space_projcos,0.05,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.984615,1.163906,0.75,0.007816,0.030061,0.05
TM2_seed_known,null_space_projcos,0.05,C3,SignRadial,520,0.008965,0.488462,0.009615,0.511538,0.511538,1.163906,0.964567,0.44574,0.531352,0.05
TM2_seed_known,null_space_projcos,0.1,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.802451,0.992308,0.992667,1.0,0.1
TM2_seed_known,null_space_projcos,0.1,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.802451,0.025,0.992667,1.0,0.1
TM2_seed_known,null_space_projcos,0.1,C1,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,1.802451,0.994231,0.992667,1.0,0.1
TM2_seed_known,null_space_projcos,0.1,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.980504,0.982692,0.992667,1.0,0.1
TM2_seed_known,null_space_projcos,0.1,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.980504,0.007692,0.992667,1.0,0.1
TM2_seed_known,null_space_projcos,0.1,C2,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,1.980504,0.992308,0.992667,1.0,0.1
TM2_seed_known,null_space_projcos,0.1,C3,Combined,520,0.9900995,0.678846,0.009615,0.321154,0.321154,2.135026,0.983003,0.637529,0.717541,0.1
TM2_seed_known,null_space_projcos,0.1,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.984615,2.135026,0.75,0.007816,0.030061,0.1
TM2_seed_known,null_space_projcos,0.1,C3,SignRadial,520,0.008965,0.711538,0.009615,0.288462,0.288462,2.135026,0.967568,0.67116,0.748815,0.1
TM2_seed_known,sign_balanced_sr,0.002,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,0.595392,1.0,0.992667,1.0,0.002
TM2_seed_known,sign_balanced_sr,0.002,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,0.595392,1.0,0.992667,1.0,0.002
TM2_seed_known,sign_balanced_sr,0.002,C1,SignRadial,520,0.008965,0.988462,0.009615,0.011538,0.011538,0.595392,0.005837,0.975058,0.994701,0.002
TM2_seed_known,sign_balanced_sr,0.002,C2,Combined,520,0.9900995,0.998077,0.009615,0.001923,0.001923,0.431441,0.959538,0.989188,0.99966,0.002
TM2_seed_known,sign_balanced_sr,0.002,C2,ProjCos4,520,0.00061048,0.998077,0.015385,0.001923,0.001923,0.431441,0.965318,0.989188,0.99966,0.002
TM2_seed_known,sign_balanced_sr,0.002,C2,SignRadial,520,0.008965,0.659615,0.009615,0.340385,0.340385,0.431441,0.023324,0.617851,0.699039,0.002
TM2_seed_known,sign_balanced_sr,0.002,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.790385,0.047884,0.6,0.004114,0.022309,0.002
TM2_seed_known,sign_balanced_sr,0.002,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.786538,0.047884,0.75,0.007816,0.030061,0.002
TM2_seed_known,sign_balanced_sr,0.002,C3,SignRadial,520,0.008965,0.009615,0.009615,0.990385,0.788462,0.047884,0.4,0.004114,0.022309,0.002
TM2_seed_known,sign_balanced_sr,0.005,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,0.852367,1.0,0.992667,1.0,0.005
TM2_seed_known,sign_balanced_sr,0.005,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,0.852367,1.0,0.992667,1.0,0.005
TM2_seed_known,sign_balanced_sr,0.005,C1,SignRadial,520,0.008965,0.998077,0.009615,0.001923,0.001923,0.852367,0.00578,0.989188,0.99966,0.005
TM2_seed_known,sign_balanced_sr,0.005,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,0.691585,0.984615,0.992667,1.0,0.005
TM2_seed_known,sign_balanced_sr,0.005,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,0.691585,0.975,0.992667,1.0,0.005
TM2_seed_known,sign_balanced_sr,0.005,C2,SignRadial,520,0.008965,0.773077,0.009615,0.226923,0.226923,0.691585,0.027363,0.735151,0.806998,0.005
TM2_seed_known,sign_balanced_sr,0.005,C3,Combined,520,0.9900995,0.013462,0.009615,0.986538,0.986538,0.119686,0.714286,0.006536,0.027523,0.005
TM2_seed_known,sign_balanced_sr,0.005,C3,ProjCos4,520,0.00061048,0.019231,0.015385,0.980769,0.980769,0.119686,0.8,0.010479,0.035034,0.005
TM2_seed_known,sign_balanced_sr,0.005,C3,SignRadial,520,0.008965,0.009615,0.009615,0.990385,0.990385,0.119686,0.4,0.004114,0.022309,0.005
TM2_seed_known,sign_balanced_sr,0.01,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.006558,1.0,0.992667,1.0,0.01
TM2_seed_known,sign_balanced_sr,0.01,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.006558,1.0,0.992667,1.0,0.01
TM2_seed_known,sign_balanced_sr,0.01,C1,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,1.006558,0.005769,0.992667,1.0,0.01
TM2_seed_known,sign_balanced_sr,0.01,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,0.914393,0.984615,0.992667,1.0,0.01
TM2_seed_known,sign_balanced_sr,0.01,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,0.914393,0.975,0.992667,1.0,0.01
TM2_seed_known,sign_balanced_sr,0.01,C2,SignRadial,520,0.008965,0.875,0.009615,0.125,0.125,0.914393,0.024176,0.843796,0.900704,0.01
TM2_seed_known,sign_balanced_sr,0.01,C3,Combined,520,0.9900995,0.040385,0.009615,0.959615,0.959615,0.239164,0.857143,0.026564,0.060947,0.01
TM2_seed_known,sign_balanced_sr,0.01,C3,ProjCos4,520,0.00061048,0.048077,0.015385,0.951923,0.951923,0.239164,0.88,0.032774,0.070008,0.01
TM2_seed_known,sign_balanced_sr,0.01,C3,SignRadial,520,0.008965,0.009615,0.009615,0.990385,0.990385,0.239164,0.4,0.004114,0.022309,0.01
TM2_seed_known,sign_balanced_sr,0.02,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.144504,1.0,0.992667,1.0,0.02
TM2_seed_known,sign_balanced_sr,0.02,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.144504,1.0,0.992667,1.0,0.02
TM2_seed_known,sign_balanced_sr,0.02,C1,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,1.144504,0.005769,0.992667,1.0,0.02
TM2_seed_known,sign_balanced_sr,0.02,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.133107,0.984615,0.992667,1.0,0.02
TM2_seed_known,sign_balanced_sr,0.02,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.133107,0.975,0.992667,1.0,0.02
TM2_seed_known,sign_balanced_sr,0.02,C2,SignRadial,520,0.008965,0.95,0.009615,0.05,0.05,1.133107,0.026316,0.927747,0.965653,0.02
TM2_seed_known,sign_balanced_sr,0.02,C3,Combined,520,0.9900995,0.463462,0.009615,0.536538,0.536538,0.476525,0.970954,0.421026,0.506433,0.02
TM2_seed_known,sign_balanced_sr,0.02,C3,ProjCos4,520,0.00061048,0.596154,0.015385,0.403846,0.403846,0.476525,0.967742,0.553425,0.637473,0.02
TM2_seed_known,sign_balanced_sr,0.02,C3,SignRadial,520,0.008965,0.009615,0.009615,0.990385,0.990385,0.476525,0.4,0.004114,0.022309,0.02
TM2_seed_known,sign_balanced_sr,0.05,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.470263,1.0,0.992667,1.0,0.05
TM2_seed_known,sign_balanced_sr,0.05,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.470263,1.0,0.992667,1.0,0.05
TM2_seed_known,sign_balanced_sr,0.05,C1,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,1.470263,0.005769,0.992667,1.0,0.05
TM2_seed_known,sign_balanced_sr,0.05,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.560742,0.984615,0.992667,1.0,0.05
TM2_seed_known,sign_balanced_sr,0.05,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.560742,0.975,0.992667,1.0,0.05
TM2_seed_known,sign_balanced_sr,0.05,C2,SignRadial,520,0.008965,0.973077,0.009615,0.026923,0.026923,1.560742,0.023715,0.95532,0.983896,0.05
TM2_seed_known,sign_balanced_sr,0.05,C3,Combined,520,0.9900995,0.992308,0.009615,0.007692,0.007692,1.159793,0.978682,0.98039,0.997005,0.05
TM2_seed_known,sign_balanced_sr,0.05,C3,ProjCos4,520,0.00061048,0.996154,0.015385,0.003846,0.003846,1.159793,0.967181,0.986086,0.998945,0.05
TM2_seed_known,sign_balanced_sr,0.05,C3,SignRadial,520,0.008965,0.009615,0.009615,0.990385,0.990385,1.159793,0.4,0.004114,0.022309,0.05
TM2_seed_known,sign_balanced_sr,0.1,C1,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.805668,1.0,0.992667,1.0,0.1
TM2_seed_known,sign_balanced_sr,0.1,C1,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.805668,1.0,0.992667,1.0,0.1
TM2_seed_known,sign_balanced_sr,0.1,C1,SignRadial,520,0.008965,1.0,0.009615,0.0,0.0,1.805668,0.005769,0.992667,1.0,0.1
TM2_seed_known,sign_balanced_sr,0.1,C2,Combined,520,0.9900995,1.0,0.009615,0.0,0.0,1.982315,0.984615,0.992667,1.0,0.1
TM2_seed_known,sign_balanced_sr,0.1,C2,ProjCos4,520,0.00061048,1.0,0.015385,0.0,0.0,1.982315,0.975,0.992667,1.0,0.1
TM2_seed_known,sign_balanced_sr,0.1,C2,SignRadial,520,0.008965,0.990385,0.009615,0.009615,0.009615,1.982315,0.025243,0.977691,0.995886,0.1
TM2_seed_known,sign_balanced_sr,0.1,C3,Combined,520,0.9900995,0.998077,0.009615,0.001923,0.001923,2.127553,0.978805,0.989188,0.99966,0.1
TM2_seed_known,sign_balanced_sr,0.1,C3,ProjCos4,520,0.00061048,0.998077,0.015385,0.001923,0.001923,2.127553,0.967245,0.989188,0.99966,0.1
TM2_seed_known,sign_balanced_sr,0.1,C3,SignRadial,520,0.008965,0.009615,0.009615,0.990385,0.990385,2.127553,0.4,0.004114,0.022309,0.1
TM2_seed_known,tol_hug_combined,0.002,C1,Combined,520,0.9900995,0.571154,0.009615,0.428846,0.336538,0.099041,0.0,0.528247,0.613017,0.000156
TM2_seed_known,tol_hug_combined,0.002,C1,ProjCos4,520,0.00061048,0.538462,0.015385,0.461538,0.369231,0.099041,0.003571,0.495488,0.580871,0.000156
TM2_seed_known,tol_hug_combined,0.002,C1,SignRadial,520,0.008965,0.384615,0.009615,0.615385,0.525,0.099041,0.005,0.343791,0.427132,0.000156
TM2_seed_known,tol_hug_combined,0.002,C2,Combined,520,0.9900995,0.382692,0.009615,0.617308,0.530769,0.117993,0.01005,0.341922,0.425184,0.000422
TM2_seed_known,tol_hug_combined,0.002,C2,ProjCos4,520,0.00061048,0.376923,0.015385,0.623077,0.534615,0.117993,0.005102,0.336316,0.419335,0.000422
TM2_seed_known,tol_hug_combined,0.002,C2,SignRadial,520,0.008965,0.161538,0.009615,0.838462,0.75,0.117993,0.011905,0.132407,0.195634,0.000422
TM2_seed_known,tol_hug_combined,0.002,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.684615,0.041164,0.6,0.004114,0.022309,0.00171
TM2_seed_known,tol_hug_combined,0.002,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.682692,0.041164,0.75,0.007816,0.030061,0.00171
TM2_seed_known,tol_hug_combined,0.002,C3,SignRadial,520,0.008965,0.009615,0.009615,0.990385,0.682692,0.041164,0.4,0.004114,0.022309,0.00171
TM2_seed_known,tol_hug_combined,0.005,C1,Combined,520,0.9900995,0.571154,0.009615,0.428846,0.336538,0.099041,0.0,0.528247,0.613017,0.000156
TM2_seed_known,tol_hug_combined,0.005,C1,ProjCos4,520,0.00061048,0.538462,0.015385,0.461538,0.369231,0.099041,0.003571,0.495488,0.580871,0.000156
TM2_seed_known,tol_hug_combined,0.005,C1,SignRadial,520,0.008965,0.384615,0.009615,0.615385,0.525,0.099041,0.005,0.343791,0.427132,0.000156
TM2_seed_known,tol_hug_combined,0.005,C2,Combined,520,0.9900995,0.382692,0.009615,0.617308,0.530769,0.117993,0.01005,0.341922,0.425184,0.000422
TM2_seed_known,tol_hug_combined,0.005,C2,ProjCos4,520,0.00061048,0.376923,0.015385,0.623077,0.534615,0.117993,0.005102,0.336316,0.419335,0.000422
TM2_seed_known,tol_hug_combined,0.005,C2,SignRadial,520,0.008965,0.161538,0.009615,0.838462,0.75,0.117993,0.011905,0.132407,0.195634,0.000422
TM2_seed_known,tol_hug_combined,0.005,C3,Combined,520,0.9900995,0.009615,0.009615,0.990385,0.869231,0.101701,0.6,0.004114,0.022309,0.004257
TM2_seed_known,tol_hug_combined,0.005,C3,ProjCos4,520,0.00061048,0.015385,0.015385,0.984615,0.867308,0.101701,0.75,0.007816,0.030061,0.004257
TM2_seed_known,tol_hug_combined,0.005,C3,SignRadial,520,0.008965,0.009615,0.009615,0.990385,0.867308,0.101701,0.4,0.004114,0.022309,0.004257
TM2_seed_known,tol_hug_combined,0.01,C1,Combined,520,0.9900995,0.567308,0.009615,0.432692,0.334615,0.098439,0.0,0.524384,0.609244,0.000155
TM2_seed_known,tol_hug_combined,0.01,C1,ProjCos4,520,0.00061048,0.536538,0.015385,0.463462,0.365385,0.098439,0.003584,0.493567,0.578974,0.000155
TM2_seed_known,tol_hug_combined,0.01,C1,SignRadial,520,0.008965,0.382692,0.009615,0.617308,0.519231,0.098439,0.005025,0.341922,0.425184,0.000155
TM2_seed_known,tol_hug_combined,0.01,C2,Combined,520,0.9900995,0.380769,0.009615,0.619231,0.528846,0.117086,0.010101,0.340052,0.423235,0.00042
TM2_seed_known,tol_hug_combined,0.01,C2,ProjCos4,520,0.00061048,0.375,0.015385,0.625,0.532692,0.117086,0.005128,0.334449,0.417384,0.00042
